Name,City,RatingStars,OpeningTime
Taste of India,London,3.95,2020-11-08T12:00:00
Fat Burger Camden,London,3.94,2020-11-08T12:00:00
Cafe Plaka,London,3.94,2020-11-08T07:00:00
Romio's Pizza &Cafe,London,3.93,2020-11-08T10:30:00
Burger King - Paddington Station,"Paddington, London",3.9,2020-11-08T10:30:00
Las Iguanas Royal Festival Hall,London,3.9,2020-11-08T12:00:00
by CHLOE. - Oxford Circus,London,3.89,2020-11-08T10:00:00
Greggs - Victoria,London,3.88,2020-11-09T07:00:00
Garfunkel's - Praed Street,London,3.87,2020-11-08T12:00:00
Troia Southbank Charcoal Kebab Kitchen,London,3.86,2020-11-08T11:00:00
Burger King Leicester Square,London,3.86,2020-11-08T11:00:00
Hugs and Bites,London,3.86,2020-11-08T10:30:00
KFC Paddington,London,3.86,2020-11-08T12:00:00
KFC Farringdon,London,3.86,2020-11-08T10:00:00
Royal Thai Restaurant,London,3.86,2020-11-09T12:00:00
Arirang,London,3.85,2020-11-08T17:00:00
Wraps and wings Waterloo,London,3.83,2020-11-08T09:00:00
Subway® Leather Lane,London,3.83,2020-11-08T07:00:00
itsu - Great Peter Street 16,London,3.81,2020-11-09T11:00:00
Giraffe - Southbank,London,3.81,2020-11-08T11:45:00
Pret a Manger - West One,London,3.81,2020-11-08T10:00:00
Sashimi Japanese,London,3.8,2020-11-08T17:00:00
Pasta Nostra,London,3.79,2020-11-09T12:00:00
Basel Pizza,London,3.78,2020-11-08T09:15:00
Hozi Go,London,3.78,2020-11-09T12:00:00
YORI - Piccadilly Circus,London,3.78,2020-11-08T12:00:00
Thunderbird Fried Chicken - Charing Cross,London,3.78,2020-11-08T12:00:00
Burrito Kitchen - Cheapside,London,3.77,2020-11-09T12:00:00
Pret a Manger - Waterloo Road,London,3.75,2020-11-08T08:00:00
The Indian Diner,London,3.74,2020-11-08T12:00:00
Firebrand Pizza,London,3.73,2020-11-08T17:00:00
KFC Edgware Road,London,3.73,2020-11-08T10:30:00
Pizzeria Di Roma,London,3.71,2020-11-08T12:00:00
Chicken Cottage,London,3.71,2020-11-08T11:45:00
Pieminister - Camden,London,3.69,2020-11-08T11:30:00
Chopstix Noodle Bar - Oxford Street,London,3.69,2020-11-08T12:00:00
The Good Egg - Soho,London,3.67,2020-11-08T10:30:00
Coal Office,London,3.67,2020-11-08T12:00:00
Limin' Beach Club,London,3.67,2020-11-09T12:00:00
Fancy Crab,London,3.67,2020-11-08T12:00:00
Hachi Japanese BBQ Restaurant,London,3.67,2020-11-08T12:00:00
Ivory Arch,London,3.67,2020-11-08T13:00:00
Greggs - The Strand,London,3.66,2020-11-08T07:00:00
KFC Mornington Crescent,London,3.66,2020-11-08T11:30:00
KFC London - Southampton Row,London,3.66,2020-11-08T10:30:00
Slim Chickens - Brunswick,London,3.66,2020-11-08T10:30:00
Burger King Camden,London,3.65,2020-11-08T11:00:00
KFC Baker Street,London,3.65,2020-11-08T11:00:00
Fast Break - Old Street,London,3.64,2020-11-08T06:30:00
Benares Restaurant,London,3.63,2020-11-10T12:00:00
BrewDog Burger - Soho,London,3.63,2020-11-08T12:00:00
Mawlana Restaurant,London,3.6,2020-11-08T16:00:00
Turkish Delight,London,3.6,2020-11-08T11:00:00
Lamis Grill,London,3.56,2020-11-08T13:00:00
LebanEats,London,3.56,2020-11-08T12:00:00
Subway® - Adelaide Street,London,3.56,2020-11-08T07:00:00
KFC Camden - High Street,London,3.55,2020-11-08T12:00:00
KFC Tottenham Court Road,London,3.55,2020-11-08T11:00:00
Nanis,London,3.53,2020-11-08T09:15:00
Dixy Grill & Pizza,London,3.53,2020-11-08T11:00:00
Pepe's Piri Piri - Kilburn,London,3.52,2020-11-08T11:30:00
Antalya Restaurant - London,London,3.52,2020-11-08T12:00:00
Pret a Manger - Tothill Street,London,3.51,2020-11-08T08:30:00
Burger King Kingsway,London,3.51,2020-11-08T10:00:00
Kaki,London,3.5,2020-11-08T12:00:00
Cafe De Nata - Soho,London,3.5,2020-11-08T10:00:00
Sweet Dreams,London,3.5,2020-11-08T22:00:00
India India Restaurant,London,3.5,2020-11-09T11:30:00
Zayona 2,London,3.5,2020-11-08T12:00:00
Fridays - Covent Garden,London,3.5,2020-11-08T12:00:00
Cotto,London,3.5,2020-11-08T12:00:00
Banh Mi Town,London,3.5,2020-11-09T11:30:00
Wafflemeister - Oxford Street,London,3.5,2020-11-08T12:00:00
Zabardast - Bankside,London,3.5,0001-01-01T00:00:00
Levant Kitchen,London,3.5,2020-11-09T12:00:00
Dallas Chicken & Ribs Waterloo,London,3.48,2020-11-08T12:00:00
Burrito Kitchen - Millbank,London,3.48,2020-11-09T12:00:00
The One Tun,London,3.48,2020-11-09T12:00:00
Village Hut,London,3.46,2020-11-08T14:00:00
"Frankie & Benny's - Burleigh House, The Strand",London,3.45,2020-11-08T12:00:00
Cakes Today (Same Day Delivery),Wembley,3.43,2020-11-08T08:00:00
King Of Wings - Great Portland Street,London,3.43,2020-11-08T12:00:00
KFC London - Kings Cross,London,3.42,2020-11-08T11:30:00
Frankie & Benny's - Argyll Street,London,3.38,2020-11-08T12:00:00
Bella Italia Baker Street,London,3.35,2020-11-08T12:00:00
Zayona,London,3.34,2020-11-08T17:00:00
Bun House Chinatown,London,3.33,2020-11-08T12:00:00
Zizzi - Wigmore Street,London,3.33,2020-11-08T12:00:00
Birdbox - Argyll Street,London,3.33,2020-11-08T12:00:00
Duck & Waffle Local,London,3.33,2020-11-08T09:00:00
Brazilian Gourmet,London,3.31,2020-11-08T07:00:00
The Kebab Shop,London,3.29,2020-11-08T12:00:00
Burger King - Tottenham Court Road,London,3.28,2020-11-08T11:15:00
KFC - London Waterloo,London,3.28,2020-11-08T10:00:00
Stack & Grill by Cafe Rouge - Wellington Street,London,3.28,2020-11-08T11:40:00
Subway® Oxford St,London,3.27,2020-11-08T11:50:00
Pizza Hut Restaurants - Strand,London,3.25,2020-11-08T11:00:00
Sizzling China,Camden,3.25,2020-11-08T12:00:00
Lounge 404,London,3.23,2020-11-08T16:30:00
Maroush Beauchamp Place,London,3.23,2020-11-08T12:00:00
Bella Italia The Strand,London,3.23,2020-11-08T12:00:00
Loaded Gourmet Burgers and Fries,London,3.22,2020-11-08T12:00:00
Raavi,London,3.17,2020-11-08T15:00:00
Laz Camden Meze & Grill,London,3.17,2020-11-08T12:30:00
Harry Ramsden - Camden,London,3.15,2020-11-08T11:30:00
La Cucina Di Mamma,London,3.13,2020-11-08T12:00:00
Eggslut - Percy Street,London,3.11,2020-11-08T08:00:00
The Samosa Box,London,3.1,0001-01-01T00:00:00
Jamon Jamon,London,3.1,2020-11-08T12:00:00
Kanishka,London,3.0,2020-11-08T12:00:00
Crazy Salad,London,3.0,2020-11-08T08:00:00
POMME DE PAIN,London,3.0,2020-11-08T12:00:00
Bubbleology - Harvey Nichols,London,3.0,2020-11-08T12:00:00
Foodwise Local,London,3.0,2020-11-08T10:30:00
Rossopomodoro - Camden,London,3.0,2020-11-08T17:00:00
Cinnamon Club,London,3.0,2020-11-08T12:00:00
Chilli Shaker,London,3.0,2020-11-08T16:30:00
Pizza Hut Restaurants - Baker Street,London,3.0,2020-11-08T12:00:00
Nostimo,London,3.0,2020-11-08T12:00:00
Merkato Restaurant,London,2.97,2020-11-08T12:00:00
Slim Chicken's - Soho,London,2.94,2020-11-08T11:30:00
280 Degrees African & Nigerian Restaurant,London,2.91,2020-11-08T14:45:00
itsu - 82 Strand,London,2.87,2020-11-09T11:00:00
Only Eggless,Wembley,2.85,2020-11-08T08:00:00
KFC London - Fleet Street,London,2.84,2020-11-08T11:00:00
Stacks - Argyll Street,London,2.83,2020-11-08T12:00:00
Pizza Hut Restaurants - Piccadilly,London,2.83,2020-11-08T11:00:00
Bella Italia Irving Street,London,2.67,2020-11-08T12:00:00
Old Eagle Thai,London,2.67,2020-11-08T12:00:00
Brazil Grill,London,2.67,2020-11-08T09:00:00
The Village Paddington,London,2.67,2020-11-08T09:00:00
Tikka Twins - Farringdon,London,2.67,2020-11-08T12:00:00
Original Lahore Kebab House @ Rio’s Piri Piri,London,2.66,2020-11-08T18:00:00
Dorset Cafe,London,2.57,2020-11-08T08:00:00
Açai Sisters,London,2.5,2020-11-08T12:00:00
Tavuuk Gemuse Doner,London,2.44,2020-11-09T10:30:00
Stacks - Burleigh House The Strand,London,2.42,2020-11-08T12:00:00
Pizza Hut Restaurants - Leicester Square,London,2.33,2020-11-08T11:00:00
Joy Taste Restaurant,London,2.33,2020-11-08T11:00:00
Fridays - Leicester Square,London,2.28,2020-11-08T11:30:00
Unico Gelato & Caffé,London,2.22,2020-11-08T12:00:00
Traditional Pure,London,2.17,2020-11-08T07:00:00
Tikka Twins - Great Portland Street,London,2.0,2020-11-08T12:00:00
Bubbleology - Soho,London,2.0,2020-11-08T11:00:00
Chicken Cartel - Leicester Square,London,2.0,2020-11-08T12:00:00
Acacus Restaurant,London,2.0,2020-11-08T12:00:00
Acai Berry - Kingly Court,London,2.0,2020-11-08T09:00:00
Mira,London,2.0,2020-11-09T12:00:00
London alfresco ltd,London,1.84,2020-11-08T16:00:00
Bento Ramen,London,1.84,2020-11-08T16:00:00
Subway - Waterloo Road,London,1.8,2020-11-08T10:30:00
Rio,London,1.67,2020-11-09T12:00:00
Flavors Of India - Paddington,London,1.67,2020-11-08T12:00:00
ShakeTastic - Hamley's,London,1.33,0001-01-01T00:00:00
Haozhan,London,1.33,2020-11-08T11:30:00
Laboratorio Pizza Fitzrovia,London,1.33,2020-11-09T16:00:00
The India Club,London,1.0,2020-11-09T12:00:00
Wing Shack Co- Clerkenwell,London,1.0,2020-11-08T12:00:00
Comptoir Libanais - Poland Street,London,1.0,2020-11-08T11:00:00
Prezzo - North Audley St,London,1.0,2020-11-08T12:00:00
Woo Tea london,London,1.0,2020-11-08T12:00:00
Chiquito - Leicester Square,London,1.0,2020-11-08T12:00:00
Bagel Factory - Praed Street,London,1.0,2020-11-08T10:30:00
The Three Stags,London,0.0,2020-11-08T12:00:00
EL&N - Hans Crescent,London,0.0,2020-11-08T09:00:00
Studio 6,London,0.0,2020-11-08T12:00:00
Indian Lounge (new),London,0.0,2020-11-08T12:00:00
Jazz After Dark,London,0.0,2020-11-10T16:00:00
Fishcotheque,London,0.0,2020-11-08T12:00:00
Ryath Indian Tandoori,London,0.0,2020-11-08T17:00:00
S. Marzano,London,0.0,2020-11-09T12:30:00
Yorkshire Burrito,London,0.0,2020-11-08T11:00:00
EL&N - Belgravia,London,0.0,2020-11-08T08:00:00
EL&N - Market Place,London,0.0,2020-11-08T08:00:00
Crumpets Cafe,London,0.0,2020-11-08T08:00:00
Keu - Soho,London,0.0,2020-11-08T11:00:00
Patisserie Valerie - Charing Cross,London,0.0,2020-11-08T09:00:00
Pepe Italian Street Food,London,0.0,2020-11-09T12:00:00
Le Vap Cafe,London,0.0,2020-11-08T12:00:00
Boost Juice Bars - Oxford Street,London,0.0,2020-11-08T10:00:00
Zayna,London,0.0,2020-11-08T17:00:00
Snowflake Luxury Gelato - Marble Arch,London,0.0,2020-11-08T13:00:00
itsu - Eastcastle Street 38,London,0.0,2020-11-09T11:00:00
Wingmans - Soho,London,0.0,2020-11-08T12:00:00
Layalina New,London,0.0,2020-11-08T12:00:00
Shapur Indian Restaurant,London,0.0,2020-11-08T17:00:00
Pepe Italian Street Food,London,0.0,2020-11-08T12:00:00
Gio's,London,0.0,2020-11-08T08:30:00
Tendril,London,0.0,2020-11-08T12:00:00
Levi Roots - Leicester Square,London,0.0,2020-11-08T11:30:00
NOAH'S,London,0.0,2020-11-09T12:00:00
Za’ta,London,0.0,2020-11-08T07:00:00
Cafe Plaka Pizza,London,0.0,2020-11-08T16:00:00
Joyces,London,0.0,2020-11-08T12:00:00
Les Filles - Lancaster Gate,London,0.0,2020-11-08T08:00:00
Al Hamra,London,0.0,2020-11-08T14:00:00
Riverside Cafe,London,0.0,2020-11-08T09:00:00
Onion Cafe,London,0.0,2020-11-09T08:00:00
Spaghetti House - Goodge Street,London,0.0,2020-11-08T12:00:00
Chicken Shack,London,0.0,2020-11-08T12:00:00
Choppaluna - Bloomsbury,London,0.0,2020-11-08T10:00:00
Ev Cafe - Southbank,London,0.0,2020-11-08T09:00:00
itsu - Broadwick Street 31,London,0.0,2020-11-08T12:00:00
The Graffiti Shack,London,0.0,2020-11-09T07:00:00
Noura,London,0.0,2020-11-08T10:30:00
inamo - Covent Garden,London,0.0,2020-11-08T12:00:00
Xing Fu Tang,London,0.0,2020-11-08T12:00:00
Dapur,London,0.0,2020-11-10T10:00:00
Rossopomodoro - Covent Garden,London,0.0,2020-11-08T12:00:00
Hibox,London,0.0,2020-11-09T11:00:00
EL&N - Park Lane,London,0.0,2020-11-08T07:30:00
El Minero,London,0.0,2020-11-08T12:00:00
Thenga Cafe,London,0.0,2020-11-09T12:00:00
Babouch,London,0.0,2020-11-08T10:30:00
Jusaka,London,0.0,2020-11-08T08:00:00
Amorino - Edgware Road,London,0.0,2020-11-08T14:30:00
Cafe Metro Express,London,0.0,2020-11-08T08:00:00
Lantana Fitzrovia,London,0.0,2020-11-08T09:00:00
The Lotus Garden,London,0.0,2020-11-08T11:00:00
Circo's Pizza Pomodoro,London,0.0,2020-11-08T12:00:00
Beijummy,London,0.0,2020-11-08T18:00:00
Woolley's,London,0.0,2020-11-08T17:00:00
Cafe Istanbul Bistro,London,0.0,2020-11-08T09:00:00
PATNS - STAKEHaus,London,0.0,2020-11-08T12:00:00
My Old Dutch - Holborn,London,0.0,2020-11-08T10:00:00
Limoncello Restaurant,London,0.0,2020-11-08T11:00:00
Kimchee,London,0.0,2020-11-08T12:00:00
COSTA RESTAURANT,London,0.0,2020-11-08T12:00:00
The Chambeli Indian Restaurant,London,0.0,2020-11-08T14:00:00
Pret a Manger - Marylebone High Street,London,0.0,2020-11-08T09:00:00
Gitane,London,0.0,2020-11-08T09:00:00
Chucs Belgravia,London,0.0,2020-11-08T18:00:00
Abasto,London,0.0,2020-11-08T08:00:00
The Coffee Tree,London,0.0,2020-11-08T10:00:00
Indian Veg Bhelpoori House,London,0.0,2020-11-08T12:30:00
Pizza Sophia,London,0.0,2020-11-08T18:00:00
BaoziInnChinatownI,London,0.0,2020-11-09T12:00:00
Arco Knightsbridge,London,0.0,2020-11-08T12:00:00
Olives N' Meze - Soho,London,0.0,2020-11-09T12:00:00
Venchi - Covent Garden,London,0.0,2020-11-08T11:00:00
Sizzling Bombay,London,0.0,2020-11-08T17:00:00
Pop Sapori,London,0.0,2020-11-09T11:30:00
Patisserie Valerie - Piccadilly (London),London,0.0,2020-11-08T09:00:00
The Golden Lion,London,0.0,2020-11-08T12:00:00
Banh Mi Bay - Fitzrovia,London,0.0,2020-11-09T11:00:00
Karma,London,0.0,2020-11-08T12:00:00
Fishworks - Marylebone,London,0.0,2020-11-08T10:00:00
Fishworks - Covent Garden,London,0.0,2020-11-08T12:00:00
Stax Diner,London,0.0,2020-11-08T12:00:00
Pazzo,London,0.0,2020-11-08T08:00:00
Barshu Restaurant,London,0.0,2020-11-08T12:00:00
Mango Tree,London,0.0,2020-11-08T12:00:00
Vegan Grill by Zala,London,0.0,2020-11-08T12:00:00
Casa Maria,London,0.0,2020-11-09T08:45:00
Fishworks - Swallow Street,London,0.0,2020-11-08T12:00:00
BrewDog Burger - Camden,London,0.0,2020-11-08T12:00:00
One Shot Coffee,London,0.0,2020-11-08T07:30:00
Brindisa - Soho,London,0.0,2020-11-08T12:00:00
Amora Gusto Fish & Chips - Southbank,London,0.0,2020-11-08T11:30:00
Middleat - Fleet Place,London,0.0,2020-11-09T11:00:00
Chicken King,London,0.0,2020-11-08T11:00:00
BrewDog Burger - Paddington,London,0.0,2020-11-08T12:00:00
Wild Food Cafe - Neals Yard,London,0.0,2020-11-08T11:00:00
Cinnamon Bazaar,London,0.0,2020-11-08T12:00:00
Casa Tua: Kings Cross,London,0.0,2020-11-08T11:00:00
Ricecoming Restaurant,London,0.0,2020-11-08T11:00:00
Da Corradi,London,0.0,2020-11-09T12:00:00
SNOG Frozen Yogurt - Soho,London,0.0,2020-11-08T12:00:00
Kaleido,London,0.0,2020-11-09T11:30:00
BaoziInn Soho,London,0.0,2020-11-08T12:00:00
Salloos,London,0.0,2020-11-09T17:00:00
Diwana Bhel Poori House,London,0.0,2020-11-08T12:00:00
The Coffee Tree,London,0.0,2020-11-08T09:00:00
SHOKU JAPAN,London,0.0,2020-11-08T17:00:00
Sams Chinese Express,London,0.0,2020-11-09T11:30:00
Zebrano,London,0.0,2020-11-08T17:00:00
Over the Road Café,London,0.0,2020-11-10T11:00:00
O'Be Joyful,London,0.0,2020-11-09T07:00:00
Ev Restaurant - Southbank,London,0.0,2020-11-08T12:00:00
Il Castelletto,London,0.0,2020-11-08T12:00:00
Colosseo Restaurant,London,0.0,2020-11-08T12:00:00
Giotto Italian Restaurant,London,0.0,2020-11-09T13:00:00
Two Point Thai Restaurant,London,0.0,2020-11-08T12:00:00
Levant Restaurant,London,0.0,2020-11-09T17:00:00
Dim t - Charlotte Street,London,0.0,2020-11-09T12:00:00
Camino,London,0.0,2020-11-08T12:00:00
Dumplings NOW - Marylebone,London,0.0,2020-11-08T12:00:00
Balakona Restaurant,London,0.0,2020-11-08T12:00:00
Sapores,London,0.0,2020-11-08T12:00:00
Beboz Italian Street Food,London,0.0,2020-11-09T12:00:00
Kick Ass Burrito - Leicester Square,London,0.0,2020-11-08T12:00:00
Las Banderas - Farringdon,London,0.0,2020-11-08T11:00:00
Albion's Restaurant,London,0.0,2020-11-08T11:30:00
Pakhtoon Restaurant,London,0.0,2020-11-08T12:00:00
Burger Singh @ Royal Oak,London,0.0,2020-11-09T12:00:00
The Clerk & Well,London,0.0,2020-11-09T12:00:00
First Choice,London,0.0,2020-11-08T10:00:00
Gazelle Dates,London,0.0,2020-11-09T10:30:00
Sawadika Fine Thai Restaurant,London,0.0,2020-11-09T17:00:00
Prezzo - Northumberland Ave,London,0.0,2020-11-08T12:00:00
Cafe Route - Islington,London,0.0,2020-11-08T12:00:00
Casa Tua: Camden,London,0.0,2020-11-08T11:00:00
Dibs,London,0.0,2020-11-09T11:30:00
Nectar Cafe @ Triyoga Camden,London,0.0,2020-11-10T09:30:00
Dirty Route - Islington,London,0.0,2020-11-08T12:00:00
Zala Grill,London,0.0,2020-11-08T11:30:00
Vantra Eden,London,0.0,2020-11-09T12:00:00
Banh Mi Bay - St Pauls,London,0.0,2020-11-09T12:00:00
The Mantl,London,0.0,2020-11-08T12:00:00
Kitchen8,London,0.0,2020-11-08T07:00:00
La Pastaia,London,0.0,2020-11-08T12:00:00
Original Bagel & Sandwiches,London,0.0,2020-11-09T07:00:00
Malabar Junction,London,0.0,2020-11-08T12:00:00
Berni's Sandwich Bar,London,0.0,2020-11-09T07:00:00
Carluccio's - St Pancras,London,0.0,2020-11-08T09:00:00
Hard Rock Cafe - London,London,0.0,2020-11-08T14:00:00
The Marylebone Kitchen,London,0.0,2020-11-08T09:00:00
Pham Sushi - Heron,London,0.0,2020-11-10T17:00:00
Feng Shang Princess,London,0.0,2020-11-08T12:00:00
O Tino,London,0.0,2020-11-08T13:00:00
Wulf Lamb Marylebone,London,0.0,2020-11-08T11:00:00
Jardin du Jasmin,London,0.0,2020-11-09T10:00:00
Pinos Warung,London,0.0,2020-11-08T12:00:00
Yum Bowl - Old Street,London,0.0,2020-11-09T11:30:00
Babouch Cafe & Deli,London,0.0,2020-11-09T08:30:00
Koshari Street,London,0.0,2020-11-08T11:30:00
Bubblewrap Waffle,London,0.0,2020-11-08T12:00:00
Pide - Charlotte Street,London,0.0,2020-11-09T12:00:00
Briciole,London,0.0,2020-11-08T12:00:00
Brigit's Bakery,London,0.0,2020-11-08T11:00:00
Natural Kitchen by Devi,London,0.0,2020-11-09T11:45:00
Jinjja,London,0.0,2020-11-10T11:00:00
Nyokee - Finsbury Avenue,London,0.0,2020-11-09T10:30:00
Cinnamon Club - Westminster,London,0.0,2020-11-09T12:00:00
Nyokee - Garlick Hill,London,0.0,2020-11-09T11:30:00
